location_id,local_date,weekday,week,month,year,location_area,location_avg_user_activity,location_avg_visit_duration,location_weighted_coordinates,location_clustered_weighted_visits,location_clustered_weighted_users,radius_avg_user_activity,radius_users,radius_visits,postal_code_area,postal_code_population,postal_code_users,postal_code_visits,city_area,city_population,city_users,city_visits,region_visits,state_users,state_visits,country_users,country_visits,visits
LOC_3,19/08/2019,2,34,8,2019,45783.95877,1.756756757,1.273837968,33,38,38,1.937837838,370,1968,10402616.06,32468,1388,17255,73156539.35,2607,5490,110018,109215,259398,7849213,1075776,39522847,11257
LOC_4,19/08/2019,2,34,8,2019,13908.06194,1.47826087,1.564444267,24,27,27,2.462006079,329,4118,6436573.692,18701,476,8016,1947728228,1781570,34530,1088497,1067306,34225,1067306,1075776,39522847,31726
LOC_5,19/08/2019,2,34,8,2019,5325.082761,1.595238095,3.88424099,44,45,45,2.20718232,724,7555,1792559.365,32718,1314,14645,2394785746,3443746,59725,1880161,1880161,59725,1880161,1075776,39522847,14992
LOC_1,20/08/2019,3,34,8,2019,9400.102576,1.8125,2.890931324,16,17,17,2.146478873,355,2432,11306634.8,24234,1148,8791,185467436.7,96364,2578,40157,122044,252723,7621170,1039987,37488712,14477
LOC_2,20/08/2019,3,34,8,2019,30392.11586,2.08,8.510069583,24,26,26,2.659259259,135,1016,2303913.86,18908,322,3089,760355511.7,503235,10508,239429,239429,47665,1559778,1039987,37488712,16659
LOC_3,20/08/2019,3,34,8,2019,45783.95877,1.818181818,1.410836254,39,46,46,1.97382199,382,2096,10402616.06,32468,1316,16765,73156539.35,2607,5267,110899,109852,252723,7621170,1039987,37488712,9385
LOC_4,20/08/2019,3,34,8,2019,13908.06194,1.605263158,1.409799095,41,42,42,2.406832298,322,3463,6436573.692,18701,472,8614,1947728228,1781570,32504,1056780,1033744,32170,1033744,1039987,37488712,28892
LOC_5,20/08/2019,3,34,8,2019,5325.082761,1.619047619,1.393351064,68,68,68,2.113286713,715,7852,1792559.365,32718,1174,14409,2394785746,3443746,54866,1824270,1824270,54866,1824270,1039987,37488712,14268
LOC_1,21/08/2019,4,34,8,2019,9400.102576,1.153846154,0.233333333,14,14,14,2.210682493,337,2380,11306634.8,24234,1301,8556,185467436.7,96364,2773,37255,124341,253070,7804067,1042295,37645833,14185
LOC_2,21/08/2019,4,34,8,2019,30392.11586,2.625,5.411023465,19,20,20,2.655172414,145,1107,2303913.86,18908,358,3828,760355511.7,503235,10704,227992,227992,48236,1540379,1042295,37645833,15642
LOC_3,21/08/2019,4,34,8,2019,45783.95877,1.533333333,3.877083365,29,32,32,1.875949367,395,1573,10402616.06,32468,1368,13756,73156539.35,2607,4862,98475,97961,253070,7804067,1042295,37645833,9472
LOC_4,21/08/2019,4,34,8,2019,13908.06194,1.4,1.401215417,37,41,41,2.582781457,302,3818,6436573.692,18701,470,8138,1947728228,1781570,33437,1030939,1008923,33130,1008923,1042295,37645833,27117
LOC_5,21/08/2019,4,34,8,2019,5325.082761,1.708333333,2.507348364,55,57,57,2.155378486,753,7506,1792559.365,32718,1248,15276,2394785746,3443746,57178,1775921,1775921,57178,1775921,1042295,37645833,14355
LOC_1,22/08/2019,5,34,8,2019,9400.102576,1.3,1.397619048,10,11,11,2.336309524,336,2560,11306634.8,24234,1237,8734,185467436.7,96364,2749,41563,134394,251145,7874505,1032656,38874117,13898
LOC_2,22/08/2019,5,34,8,2019,30392.11586,2.708333333,3.895559884,27,27,27,2.480620155,129,1159,2303913.86,18908,336,3103,760355511.7,503235,9158,217855,217855,46285,1611856,1032656,38874117,16310
LOC_3,22/08/2019,5,34,8,2019,45783.95877,1.675,3.943572511,31,40,40,1.84079602,402,2126,10402616.06,32468,1392,17282,73156539.35,2607,5637,108312,107034,251145,7874505,1032656,38874117,10761
LOC_4,22/08/2019,5,34,8,2019,13908.06194,1.611111111,0.806231826,39,40,40,2.523545706,361,5079,6436573.692,18701,505,10232,1947728228,1781570,31763,1052627,1029214,31483,1029214,1032656,38874117,31091
LOC_5,22/08/2019,5,34,8,2019,5325.082761,1.634146341,4.331711622,44,47,47,2.322008863,677,6484,1792559.365,32718,1144,12178,2394785746,3443746,55179,1798529,1798529,55179,1798529,1032656,38874117,13821
LOC_1,23/08/2019,6,34,8,2019,9400.102576,1.333333333,0.490686176,11,12,12,2.171253823,327,1892,11306634.8,24234,1320,8275,185467436.7,96364,2956,41382,136515,252901,8297184,1052180,41719026,14240
LOC_2,23/08/2019,6,34,8,2019,30392.11586,2.9375,8.88759992,17,17,17,2.642857143,126,1166,2303913.86,18908,340,2945,760355511.7,503235,9751,219768,219768,48678,1669923,1052180,41719026,17092
LOC_3,23/08/2019,6,34,8,2019,45783.95877,1.864864865,4.171682718,33,40,40,1.847328244,393,1743,10402616.06,32468,1548,18200,73156539.35,2607,6273,122222,121734,252901,8297184,1052180,41719026,10905
LOC_4,23/08/2019,6,34,8,2019,13908.06194,1.484848485,2.093485,35,36,36,2.661333333,375,5433,6436573.692,18701,513,10030,1947728228,1781570,32966,1171336,1143409,32647,1143409,1052180,41719026,37641
LOC_5,23/08/2019,6,34,8,2019,5325.082761,1.772727273,3.119256295,47,49,49,2.253814147,721,7185,1792559.365,32718,1264,14962,2394785746,3443746,57958,1841614,1841614,57958,1841614,1052180,41719026,13975
LOC_1,24/08/2019,7,34,8,2019,9400.102576,1.3,0.491243051,10,10,10,2.041009464,317,1775,11306634.8,24234,1284,6569,185467436.7,96364,2829,34912,124936,248510,7994838,1030255,40531777,14751
LOC_2,24/08/2019,7,34,8,2019,30392.11586,2.166666667,11.84783116,25,25,25,2.34375,128,908,2303913.86,18908,303,2969,760355511.7,503235,8749,217219,217219,46478,1565144,1030255,40531777,16376
LOC_3,24/08/2019,7,34,8,2019,45783.95877,1.777777778,1.215972292,34,38,38,1.758530184,381,1524,10402616.06,32468,1461,16808,73156539.35,2607,5893,110037,109019,248510,7994838,1030255,40531777,12193
LOC_4,24/08/2019,7,34,8,2019,13908.06194,1.717948718,0.503257329,42,44,44,2.859237537,341,5470,6436573.692,18701,469,9455,1947728228,1781570,30542,1032340,1007244,30233,1007244,1030255,40531777,44502
LOC_5,24/08/2019,7,34,8,2019,5325.082761,1.413043478,1.392444467,44,48,48,2.163884674,659,6977,1792559.365,32718,1173,14995,2394785746,3443746,53667,1715087,1715087,53667,1715087,1030255,40531777,13106
LOC_1,25/08/2019,1,34,8,2019,9400.102576,2.5,0.816667,2,2,2,1.965909091,352,1607,11306634.8,24234,1441,8645,185467436.7,96364,3129,41053,127389,266421,8226750,1097248,41952560,2455
LOC_2,25/08/2019,1,34,8,2019,30392.11586,5,76.66666765,3,3,3,2.96875,96,823,2303913.86,18908,304,3988,760355511.7,503235,9118,219042,219042,49983,1669743,1097248,41952560,0
LOC_3,25/08/2019,1,34,8,2019,45783.95877,1.677419355,0.989370079,24,33,33,1.904176904,407,2245,10402616.06,32468,1477,19985,73156539.35,2607,6366,114190,113301,266421,8226750,1097248,41952560,7324
LOC_4,25/08/2019,1,34,8,2019,13908.06194,1.375,0.363140962,17,17,17,2.755639098,266,4574,6436573.692,18701,390,7621,1947728228,1781570,30702,1014634,986204,30343,986204,1097248,41952560,0
LOC_5,25/08/2019,1,34,8,2019,5325.082761,1.454545455,3.046346575,22,22,22,2.446124764,529,6210,1792559.365,32718,1005,16013,2394785746,3443746,54843,1716735,1716735,54843,1716735,1097248,41952560,0
LOC_1,26/08/2019,2,35,8,2019,9400.102576,1.176470588,0.426012617,17,17,17,2.090439276,387,3091,11306634.8,24234,1444,9578,185467436.7,96364,3092,44458,140096,281609,8427364,1134373,40320283,15734
LOC_2,26/08/2019,2,35,8,2019,30392.11586,2.043478261,10.15458957,21,24,24,2.845528455,123,1073,2303913.86,18908,331,4407,760355511.7,503235,9632,220785,220785,50181,1570990,1134373,40320283,16649
LOC_3,26/08/2019,2,35,8,2019,45783.95877,1.510638298,1.368237623,35,48,48,1.952483801,463,2256,10402616.06,32468,1536,20321,73156539.35,2607,6645,120125,119139,281609,8427364,1134373,40320283,10179
LOC_4,26/08/2019,2,35,8,2019,13908.06194,1.424242424,3.275146316,30,34,34,2.42172524,313,3919,6436573.692,18701,478,8539,1947728228,1781570,34565,1109188,1086835,34252,1086835,1134373,40320283,30450
LOC_5,26/08/2019,2,35,8,2019,5325.082761,1.660377358,4.042814371,57,60,60,2.210106383,752,7926,1792559.365,32718,1310,17076,2394785746,3443746,60629,1947685,1947685,60629,1947685,1134373,40320283,14273
LOC_1,27/08/2019,3,35,8,2019,9400.102576,1.5,1.268402917,14,14,14,2.289655172,290,2356,11306634.8,24234,1052,9063,185467436.7,96364,2778,40917,129409,283548,8206283,1155423,37855127,15585
LOC_2,27/08/2019,3,35,8,2019,30392.11586,2.294117647,15.80588235,17,18,18,3.086330935,139,1489,2303913.86,18908,384,5008,760355511.7,503235,10174,231716,231716,52967,1486484,1155423,37855127,15815
LOC_3,27/08/2019,3,35,8,2019,45783.95877,1.693877551,1.237073597,38,51,51,1.851963746,331,1961,10402616.06,32468,1381,18487,73156539.35,2607,5927,111712,110723,283548,8206283,1155423,37855127,9251
LOC_4,27/08/2019,3,35,8,2019,13908.06194,1.531914894,2.289877749,50,52,52,2.314285714,385,4071,6436573.692,18701,559,8357,1947728228,1781570,36005,1056027,1037252,35650,1037252,1155423,37855127,28265
LOC_5,27/08/2019,3,35,8,2019,5325.082761,1.510204082,3.616571429,51,53,53,2.367262724,727,7356,1792559.365,32718,1339,15829,2394785746,3443746,63901,1876787,1876787,63901,1876787,1155423,37855127,13875
LOC_1,28/08/2019,4,35,8,2019,9400.102576,1.583333333,1.497674419,13,13,13,2.699481865,193,2254,11306634.8,24234,600,7265,185467436.7,96364,2339,36526,119616,281028,7120726,1175210,31231266,14471
LOC_2,28/08/2019,4,35,8,2019,30392.11586,2.666666667,9.765468922,25,25,25,3.475862069,145,1275,2303913.86,18908,406,3853,760355511.7,503235,10244,192414,192414,55109,1255109,1175210,31231266,15546
LOC_3,28/08/2019,4,35,8,2019,45783.95877,1.593220339,1.544942991,45,63,63,2.471502591,193,1679,10402616.06,32468,1216,14917,73156539.35,2607,5053,98013,96981,281028,7120726,1175210,31231266,9701
LOC_4,28/08/2019,4,35,8,2019,13908.06194,1.615384615,0.773589846,33,34,34,2.43030303,330,3463,6436573.692,18701,537,7823,1947728228,1781570,38507,928067,911908,38133,911908,1175210,31231266,30458
LOC_5,28/08/2019,4,35,8,2019,5325.082761,1.3,1.680361628,49,52,52,2.1875,816,6918,1792559.365,32718,1417,13910,2394785746,3443746,67644,1688837,1688837,67644,1688837,1175210,31231266,14052
LOC_1,29/08/2019,5,35,8,2019,9400.102576,1.363636364,1.376111,12,12,12,3.225274725,182,2389,11306634.8,24234,573,7589,185467436.7,96364,2258,36355,114478,263945,6918064,1108685,30309147,16280
LOC_2,29/08/2019,5,35,8,2019,30392.11586,2.5,8.642816092,22,22,22,2.992125984,127,1187,2303913.86,18908,380,3850,760355511.7,503235,9906,192667,192667,51554,1187428,1108685,30309147,17062
LOC_3,29/08/2019,5,35,8,2019,45783.95877,1.341463415,1.303608299,39,43,43,2.348484848,198,1797,10402616.06,32468,1181,15458,73156539.35,2607,5410,98507,97066,263945,6918064,1108685,30309147,10747
LOC_4,29/08/2019,5,35,8,2019,13908.06194,1.8,0.884531699,39,41,41,2.600591716,338,3682,6436573.692,18701,503,7879,1947728228,1781570,35755,898811,881701,35446,881701,1108685,30309147,34116
LOC_5,29/08/2019,5,35,8,2019,5325.082761,1.326530612,1.554707328,53,53,53,2.121859296,796,6238,1792559.365,32718,1386,14211,2394785746,3443746,63089,1624680,1624680,63089,1624680,1108685,30309147,14875
LOC_1,30/08/2019,6,35,8,2019,9400.102576,1.384615385,0.1125,15,15,15,2.91005291,189,2427,11306634.8,24234,585,7686,185467436.7,96364,2396,44494,152151,272008,8732936,1150502,42333425,18350
LOC_2,30/08/2019,6,35,8,2019,30392.11586,2.208333333,7.117610314,24,26,26,2.733333333,150,1495,2303913.86,18908,368,4488,760355511.7,503235,10534,226277,226277,54438,1649898,1150502,42333425,19615
LOC_3,30/08/2019,6,35,8,2019,45783.95877,1.74,0.844638706,47,56,56,2.314553991,213,1929,10402616.06,32468,1376,17740,73156539.35,2607,5848,122615,121070,272008,8732936,1150502,42333425,13274
LOC_4,30/08/2019,6,35,8,2019,13908.06194,1.591836735,1.766094755,47,49,49,2.348571429,350,3804,6436573.692,18701,540,8984,1947728228,1781570,38732,1137328,1112042,38402,1112042,1150502,42333425,39186
LOC_5,30/08/2019,6,35,8,2019,5325.082761,1.704545455,1.89062014,47,47,47,2.133253301,833,7505,1792559.365,32718,1463,15100,2394785746,3443746,68211,1983520,1983520,68211,1983520,1150502,42333425,16975
LOC_1,31/08/2019,7,35,8,2019,9400.102576,1.214285714,0.896969697,13,14,14,2.46835443,158,1828,11306634.8,24234,522,6016,185467436.7,96364,2356,41111,128903,248001,6793248,1043457,34348260,17463
LOC_2,31/08/2019,7,35,8,2019,30392.11586,1.7,8.099418488,21,22,22,3.050847458,118,934,2303913.86,18908,318,3277,760355511.7,503235,8850,170472,170472,49052,1262000,1043457,34348260,19330
LOC_3,31/08/2019,7,35,8,2019,45783.95877,1.714285714,2.211736042,36,44,44,2.382716049,162,1665,10402616.06,32468,1209,15532,73156539.35,2607,5427,97166,96457,248001,6793248,1043457,34348260,12944
LOC_4,31/08/2019,7,35,8,2019,13908.06194,1.583333333,0.504700897,26,26,26,2.503759398,266,3101,6436573.692,18701,438,6275,1947728228,1781570,30587,870239,848434,30250,848434,1043457,34348260,38832
LOC_5,31/08/2019,7,35,8,2019,5325.082761,1.382352941,3.433870903,35,35,35,2.352941176,595,6038,1792559.365,32718,1103,12681,2394785746,3443746,55438,1398026,1398026,55438,1398026,1043457,34348260,12962
LOC_1,01/09/2019,1,35,9,2019,9400.102576,1.466666667,0.336538462,15,15,15,2.993055556,144,2726,11306634.8,24234,631,7178,185467436.7,96364,2503,43138,127743,273577,6633119,1145531,34617874,15686
LOC_2,01/09/2019,1,35,9,2019,30392.11586,1.5,0,3,3,3,2.836538462,104,640,2303913.86,18908,362,2623,760355511.7,503235,9758,171144,171144,53860,1375036,1145531,34617874,0
LOC_3,01/09/2019,1,35,9,2019,45783.95877,1.25,1.568518889,8,8,8,2.489795918,98,871,10402616.06,32468,1087,12308,73156539.35,2607,5549,90291,89125,273577,6633119,1145531,34617874,0
LOC_4,01/09/2019,1,35,9,2019,13908.06194,1.5,0,10,10,10,2.4784689,209,2588,6436573.692,18701,401,5944,1947728228,1781570,35472,887070,866253,35108,866253,1145531,34617874,1
LOC_5,01/09/2019,1,35,9,2019,5325.082761,1.0625,0.866049259,16,16,16,2.486692015,526,4799,1792559.365,32718,1029,12838,2394785746,3443746,62031,1448598,1448598,62031,1448598,1145531,34617874,0
LOC_1,02/09/2019,2,36,9,2019,9400.102576,1.315789474,1.310119286,19,19,19,3.036842105,190,3403,11306634.8,24234,427,8190,185467436.7,96364,1710,38514,123606,231818,7457424,995050,36200813,16994
LOC_2,02/09/2019,2,36,9,2019,30392.11586,1.636363636,5.132679902,23,23,23,2.542635659,129,1186,2303913.86,18908,332,3263,760355511.7,503235,8802,212944,212944,46287,1494276,995050,36200813,20255
LOC_3,02/09/2019,2,36,9,2019,45783.95877,1.682926829,2.494834444,42,45,45,2.412429379,177,1604,10402616.06,32468,1007,16717,73156539.35,2607,4842,106463,105731,231818,7457424,995050,36200813,12942
LOC_4,02/09/2019,2,36,9,2019,13908.06194,1.918918919,1.675777106,37,37,37,2.3125,336,3423,6436573.692,18701,504,6649,1947728228,1781570,30153,942761,922874,29839,922874,995050,36200813,33193
LOC_5,02/09/2019,2,36,9,2019,5325.082761,1.396825397,3.235493765,62,67,67,2.19250646,774,6388,1792559.365,32718,1264,14173,2394785746,3443746,54447,1693641,1693641,54447,1693641,995050,36200813,17389
LOC_1,03/09/2019,3,36,9,2019,9400.102576,1.333333333,0.000925833,13,13,13,2.797468354,158,1980,11306634.8,24234,422,6746,185467436.7,96364,1756,35222,119879,244662,7651909,1039678,36165267,15288
LOC_2,03/09/2019,3,36,9,2019,30392.11586,1.590909091,0.291934421,22,22,22,2.376712329,146,2024,2303913.86,18908,345,4319,760355511.7,503235,10831,236988,236988,49221,1489943,1039678,36165267,18070
LOC_3,03/09/2019,3,36,9,2019,45783.95877,1.482142857,1.883050791,54,61,61,2.217391304,207,1861,10402616.06,32468,1043,16952,73156539.35,2607,4612,101706,101046,244662,7651909,1039678,36165267,11060
LOC_4,03/09/2019,3,36,9,2019,13908.06194,1.1875,0.546666778,32,33,33,2.328125,320,3292,6436573.692,18701,468,6123,1947728228,1781570,31688,929872,913776,31382,913776,1039678,36165267,30819
LOC_5,03/09/2019,3,36,9,2019,5325.082761,1.396226415,1.805307542,54,55,55,2.169274538,703,6877,1792559.365,32718,1214,14220,2394785746,3443746,57430,1747280,1747280,57430,1747280,1039678,36165267,15939
LOC_1,04/09/2019,4,36,9,2019,9400.102576,1.222222222,0.042857619,10,10,10,2.685863874,191,2876,11306634.8,24234,463,8206,185467436.7,96364,1851,39877,134276,253950,8153814,1072106,36831006,14970
LOC_2,04/09/2019,4,36,9,2019,30392.11586,1.416666667,2.200185222,20,25,25,2.594405594,143,1228,2303913.86,18908,426,4779,760355511.7,503235,9466,226041,226041,49184,1610861,1072106,36831006,17219
LOC_3,04/09/2019,4,36,9,2019,45783.95877,1.633333333,3.05346656,29,32,32,2.387434555,191,1931,10402616.06,32468,1135,18274,73156539.35,2607,4504,106075,105461,253950,8153814,1072106,36831006,10497
LOC_4,04/09/2019,4,36,9,2019,13908.06194,1.447368421,1.175664724,39,39,39,2.470769231,325,4042,6436573.692,18701,471,7990,1947728228,1781570,33147,920575,903376,32806,903376,1072106,36831006,29288
LOC_5,04/09/2019,4,36,9,2019,5325.082761,1.545454545,1.867808219,59,59,59,2.209078404,727,6532,1792559.365,32718,1262,12297,2394785746,3443746,61206,1686041,1686041,61206,1686041,1072106,36831006,14782
LOC_1,05/09/2019,5,36,9,2019,9400.102576,1.411764706,0.392592593,18,18,18,2.857923497,183,1930,11306634.8,24234,422,7527,185467436.7,96364,1775,37707,130718,235064,8218062,1005392,38218571,15110
LOC_2,05/09/2019,5,36,9,2019,30392.11586,1.263157895,0.915872857,20,20,20,3.007352941,136,1612,2303913.86,18908,432,4923,760355511.7,503235,8605,248858,248858,46499,1698829,1005392,38218571,18113
LOC_3,05/09/2019,5,36,9,2019,45783.95877,1.595744681,2.024951345,41,47,47,2.271794872,195,1505,10402616.06,32468,1059,16599,73156539.35,2607,4272,99464,98843,235064,8218062,1005392,38218571,12108
LOC_4,05/09/2019,5,36,9,2019,13908.06194,1.606060606,1.254023017,36,36,36,2.415841584,303,3226,6436573.692,18701,452,7011,1947728228,1781570,29478,940905,922268,29185,922268,1005392,38218571,32145
LOC_5,05/09/2019,5,36,9,2019,5325.082761,1.369565217,0.828054299,47,48,48,2.211748634,732,7143,1792559.365,32718,1192,15953,2394785746,3443746,53610,1759056,1759056,53610,1759056,1005392,38218571,15364
LOC_1,06/09/2019,6,36,9,2019,9400.102576,1.238095238,1.456462857,22,22,22,2.554455446,202,2020,11306634.8,24234,439,7469,185467436.7,96364,1873,38299,135053,248005,8713304,1056906,41146657,19238
LOC_2,06/09/2019,6,36,9,2019,30392.11586,1.24,3.676160253,26,26,26,3.096296296,135,1935,2303913.86,18908,381,4879,760355511.7,503235,9378,251106,251106,49505,1773768,1056906,41146657,18872
LOC_3,06/09/2019,6,36,9,2019,45783.95877,1.526315789,3.070833333,31,39,39,2.131578947,190,1438,10402616.06,32468,1170,16534,73156539.35,2607,4630,104421,103822,248005,8713304,1056906,41146657,13394
LOC_4,06/09/2019,6,36,9,2019,13908.06194,1.852941176,2.287384236,36,37,37,2.329411765,340,3735,6436573.692,18701,581,9682,1947728228,1781570,31902,1027403,1006265,31596,1006265,1056906,41146657,35896
LOC_5,06/09/2019,6,36,9,2019,5325.082761,1.450980392,3.165703237,53,54,54,2.241699867,753,6956,1792559.365,32718,1277,16621,2394785746,3443746,57595,1802172,1802172,57595,1802172,1056906,41146657,15388
LOC_1,07/09/2019,7,36,9,2019,9400.102576,1.523809524,0.333823471,23,23,23,2.101010101,396,3077,11306634.8,24234,1253,9526,185467436.7,96364,2923,43190,139598,269612,8661693,1121366,40843525,23581
LOC_2,07/09/2019,7,36,9,2019,30392.11586,1.476190476,0.98423913,22,23,23,2.73943662,142,1363,2303913.86,18908,351,5560,760355511.7,503235,8913,239562,239562,51239,1803159,1121366,40843525,21728
LOC_3,07/09/2019,7,36,9,2019,45783.95877,1.771929825,1.069813497,53,65,65,1.983673469,490,2750,10402616.06,32468,1481,18820,73156539.35,2607,5535,123238,122631,269612,8661693,1121366,40843525,15406
LOC_4,07/09/2019,7,36,9,2019,13908.06194,1.575757576,1.732603358,34,34,34,2.456747405,289,3711,6436573.692,18701,441,8999,1947728228,1781570,29783,975963,955098,29435,955098,1121366,40843525,42685
LOC_5,07/09/2019,7,36,9,2019,5325.082761,1.531914894,4.688889412,49,49,49,2.394904459,628,6261,1792559.365,32718,1156,15954,2394785746,3443746,54571,1651001,1651001,54571,1651001,1121366,40843525,12931
LOC_1,08/09/2019,1,36,9,2019,9400.102576,3,1.518478478,3,3,3,2.100985222,406,2872,11306634.8,24234,1275,10321,185467436.7,96364,3180,42785,145445,303456,8475591,1280384,40736500,2397
LOC_2,08/09/2019,1,36,9,2019,30392.11586,1.166666667,4.0375,7,7,7,3.165354331,127,1997,2303913.86,18908,362,5937,760355511.7,503235,10531,250939,250939,57819,1842076,1280384,40736500,0
LOC_4,08/09/2019,1,36,9,2019,13908.06194,1.166666667,0,3,6,6,2.604761905,210,2901,6436573.692,18701,375,7862,1947728228,1781570,35791,934435,918036,35423,918036,1280384,40736500,1
LOC_5,08/09/2019,1,36,9,2019,5325.082761,1.363636364,2.453961885,34,35,35,2.294223827,554,4842,1792559.365,32718,1095,14581,2394785746,3443746,65558,1694520,1694520,65558,1694520,1280384,40736500,4255
LOC_1,09/09/2019,2,37,9,2019,9400.102576,1.272727273,0.976086957,11,11,11,2.170426065,399,2787,11306634.8,24234,1196,9766,185467436.7,96364,2793,40027,136900,278537,8157577,1190833,39034823,16171
LOC_2,09/09/2019,2,37,9,2019,30392.11586,2.0625,5.115226543,18,18,18,3.027210884,147,1454,2303913.86,18908,393,5901,760355511.7,503235,10207,256794,256794,54232,1679943,1190833,39034823,18363
LOC_3,09/09/2019,2,37,9,2019,45783.95877,1.5,1.100731053,30,32,32,1.87962963,540,2065,10402616.06,32468,1413,15807,73156539.35,2607,5352,112639,111857,278537,8157577,1190833,39034823,11593
LOC_4,09/09/2019,2,37,9,2019,13908.06194,1.636363636,1.884682667,36,36,36,2.448795181,332,3747,6436573.692,18701,480,9498,1947728228,1781570,35607,969846,951938,35278,951938,1190833,39034823,30255
LOC_5,09/09/2019,2,37,9,2019,5325.082761,1.454545455,1.216849835,47,47,47,2.292957746,710,8186,1792559.365,32718,1289,19941,2394785746,3443746,62803,1854649,1854649,62803,1854649,1190833,39034823,16525
LOC_1,10/09/2019,3,37,9,2019,9400.102576,1.461538462,0.05297625,13,13,13,2.267990074,403,2560,11306634.8,24234,1218,9121,185467436.7,96364,2834,44412,144942,268003,8055306,1130123,37019364,15353
LOC_2,10/09/2019,3,37,9,2019,30392.11586,1.5,3.536259618,33,33,33,3.175182482,137,2353,2303913.86,18908,354,6052,760355511.7,503235,9383,233360,233360,50085,1550655,1130123,37019364,18425
LOC_3,10/09/2019,3,37,9,2019,45783.95877,1.709677419,0.804079371,25,32,32,1.895131086,534,2201,10402616.06,32468,1379,17605,73156539.35,2607,5229,117602,117066,268003,8055306,1130123,37019364,11000
LOC_4,10/09/2019,3,37,9,2019,13908.06194,1.46875,0.249999912,37,38,38,2.496855346,318,3175,6436573.692,18701,488,8445,1947728228,1781570,33336,927747,912599,33036,912599,1130123,37019364,28717
LOC_5,10/09/2019,3,37,9,2019,5325.082761,1.393442623,1.583128834,64,65,65,2.252440725,717,6183,1792559.365,32718,1212,14169,2394785746,3443746,58524,1663446,1663446,58524,1663446,1130123,37019364,15657
LOC_1,11/09/2019,4,37,9,2019,9400.102576,1.733333333,5.964582917,16,16,16,2.125858124,437,2828,11306634.8,24234,1250,9504,185467436.7,96364,2915,37701,133439,277856,8060803,1167834,37105774,14024
LOC_2,11/09/2019,4,37,9,2019,30392.11586,1.821428571,3.582051329,28,29,29,2.597560976,164,2094,2303913.86,18908,379,5727,760355511.7,503235,9733,233092,233092,51671,1588665,1167834,37105774,17332
LOC_3,11/09/2019,4,37,9,2019,45783.95877,1.452380952,1.876493179,33,42,42,1.987041037,463,1961,10402616.06,32468,1316,15496,73156539.35,2607,5218,106559,106004,277856,8060803,1167834,37105774,10725
LOC_4,11/09/2019,4,37,9,2019,13908.06194,1.647058824,2.436428571,18,18,18,2.456953642,302,3814,6436573.692,18701,484,9091,1947728228,1781570,35702,947703,931900,35385,931900,1167834,37105774,27831
LOC_5,11/09/2019,4,37,9,2019,5325.082761,1.318181818,3.205687778,46,47,47,2.188732394,710,6504,1792559.365,32718,1234,14947,2394785746,3443746,61964,1689443,1689443,61964,1689443,1167834,37105774,14686
LOC_1,12/09/2019,5,37,9,2019,9400.102576,1.454545455,0.574305417,11,11,11,2.231884058,414,2595,11306634.8,24234,999,9083,185467436.7,96364,2679,37041,135725,277749,7960909,1168274,37234027,14896
LOC_2,12/09/2019,5,37,9,2019,30392.11586,1.6,5.020042278,21,21,21,2.974025974,154,1862,2303913.86,18908,409,5068,760355511.7,503235,9426,232681,232681,52493,1593714,1168274,37234027,17942
LOC_3,12/09/2019,5,37,9,2019,45783.95877,1.765957447,1.660446739,42,50,50,1.792517007,294,1658,10402616.06,32468,1277,16439,73156539.35,2607,5009,102864,101820,277749,7960909,1168274,37234027,11800
LOC_4,12/09/2019,5,37,9,2019,13908.06194,1.666666667,1.522578177,32,32,32,2.453731343,335,3727,6436573.692,18701,480,7176,1947728228,1781570,35524,940249,923316,35229,923316,1168274,37234027,31145
LOC_5,12/09/2019,5,37,9,2019,5325.082761,1.48,2.510430748,46,53,53,2.133426966,712,5880,1792559.365,32718,1273,14827,2394785746,3443746,63865,1648416,1648416,63865,1648416,1168274,37234027,14807
LOC_1,13/09/2019,6,37,9,2019,9400.102576,2,1.843119174,12,12,12,2.180487805,410,2964,11306634.8,24234,820,8694,185467436.7,96364,2547,38773,135240,261677,8270806,1095151,39263612,15577
LOC_2,13/09/2019,6,37,9,2019,30392.11586,1.80952381,1.547422784,24,24,24,2.904,125,1472,2303913.86,18908,348,3742,760355511.7,503235,8645,229395,229395,49659,1715760,1095151,39263612,19327
LOC_3,13/09/2019,6,37,9,2019,45783.95877,1.428571429,2.313942212,30,35,35,2.015075377,199,1561,10402616.06,32468,1341,17871,73156539.35,2607,4621,110331,109064,261677,8270806,1095151,39263612,11938
LOC_4,13/09/2019,6,37,9,2019,13908.06194,1.212121212,1.141079718,37,37,37,2.452531646,316,3696,6436573.692,18701,463,7276,1947728228,1781570,32976,1013409,994167,32670,994167,1095151,39263612,34406
LOC_5,13/09/2019,6,37,9,2019,5325.082761,1.327586207,1.582820513,55,61,61,2.195620438,685,6214,1792559.365,32718,1274,15184,2394785746,3443746,59509,1645205,1645205,59509,1645205,1095151,39263612,15763
LOC_1,14/09/2019,7,37,9,2019,9400.102576,1.5,0.372993704,16,16,16,2.057742782,381,2474,11306634.8,24234,782,7018,185467436.7,96364,2531,35796,134144,269329,8188541,1127648,38059053,17576
LOC_2,14/09/2019,7,37,9,2019,30392.11586,1.84,5.30654215,25,26,26,3.050359712,139,1401,2303913.86,18908,377,3942,760355511.7,503235,8541,224157,224157,49991,1610090,1127648,38059053,20969
